FROM,TO
epithelial, submucosal gland ciliated duct cells-LMHA:00142
epithelial, submucosal gland basal cells-LMHA:00087
epithelial, submucosal gland secretory-LMHA:00143
epithelial, submucosal gland collecting duct epithelium-LMHA:00693
epithelial, submucosal gland mucous cells-LMHA:00238
epithelial, submucosal gland serous cells-LMHA:00340
epithelial, submucosal gland myoepithelium-CL:0000185
epithelial, ciliated bronchial cell-CL:0002332
epithelial, basal-CL:0002329
epithelial, goblet-CL:1000143
epithelial, neuroendocrine cells-CL:1000223
epithelial, tuft-CL:0002075
epithelial, ionocyte-CL:0017000
epithelial, bronchial serous cell-CL:1000331
epithelial, bronchial ciliated-CL:0002332
epithelial, neuroendocrine-CL:1000223
epithelial, Ionocyte-CL:0017000
epithelial, club-CL:0000158
epithelial, bronchial Ciliated-CL:0002332
epithelial, basal cells of terminal ciliated ducts of submucosal glands-LMHA:00087
epithelial, ciliated cuboidal epithelium
epithelial, serous-CL:1000333
epithelial, basal-CL:1000352
epithelial, terminal bronchiole serous cell-CL:1000332
epithelial, basal-CL:1000350
epithelial, bronchioalveolar stem cell-CL:1001566
epithelial, AT1-CL:0002062
epithelial, AT2-CL:0002063
epithelial, mesothelial cell-CL:1000493
epithelial, basal-LMHA:00087
epithelial, basal-CL:1000348
epithelial, goblet-CL:1000329
epithelial, brush-CL:1000388
epithelial, tracheobronchial ciliated cell-CL:0002145
epithelial, neuroendocrine cells-CL:1000377
epithelial, serous-CL:1000330
epithelial, submucosal gland ciliated duct cells-LMHA:00142
epithelial, submucosal gland basal cells-LMHA:00087
epithelial, submucosal gland secretory-LMHA:00143
epithelial, submucosal gland collecting duct epithelium-LMHA:00693
epithelial, submucosal gland mucous cells-LMHA:00238
epithelial, submucosal gland serous cells-LMHA:00340
epithelial, submucosal gland myoepithelium-CL:0000185
epithelial, ciliated bronchial cell-CL:0002332
epithelial, basal-CL:0002329
epithelial, goblet-CL:1000143
epithelial, neuroendocrine cells-CL:1000223
epithelial, tuft-CL:0002075
epithelial, ionocyte-CL:0017000
epithelial, bronchial serous cell-CL:1000331
epithelial, bronchial ciliated-CL:0002332
epithelial, neuroendocrine-CL:1000223
epithelial, Ionocyte-CL:0017000
epithelial, club-CL:0000158
epithelial, bronchial Ciliated-CL:0002332
epithelial, basal cells of terminal ciliated ducts of submucosal glands-LMHA:00087
epithelial, ciliated cuboidal epithelium
epithelial, serous-CL:1000333
epithelial, basal-CL:1000352
epithelial, terminal bronchiole serous cell-CL:1000332
epithelial, basal-CL:1000350
epithelial, bronchioalveolar stem cell-CL:1001566
epithelial, AT1-CL:0002062
epithelial, AT2-CL:0002063
epithelial, mesothelial cell-CL:1000493
epithelial, basal-LMHA:00087
mesenchymal, smooth muscle cell of trachea-CL:0002600
mesenchymal, chondrocyte-CL:0019002
mesenchymal, vascular smooth muscle-CL:0019018
mesenchymal, bronchial smooth muscle cell-CL:0002598
mesenchymal, pulmonary artery smooth muscle cell-CL:0002591
mesenchymal, pulmonary artery fibroblast-CL:0002557
mesenchymal, Pulmonary vein smooth muscle cell
mesenchymal, Pulmonary vein fibroblast
mesenchymal, airway smooth muscle-CL:0019019
mesenchymal, smooth muscle cells
mesenchymal, lung matrix fibroblast 2
mesenchymal, matrix fibroblast 1/(Lipofibroblast)-LMHA:00209
mesenchymal, secondary crest myofibroblasts-CL:0000186
mesenchymal, matrix fibroblast 1/(Lipofibroblast)
epithelial, basal-CL:1000348
epithelial, goblet-CL:1000329
epithelial, brush-CL:1000388
epithelial, tracheobronchial ciliated cell-CL:0002145
epithelial, neuroendocrine cells-CL:1000377
epithelial, serous-CL:1000330
epithelial, submucosal gland ciliated duct cells-LMHA:00142
epithelial, submucosal gland basal cells-LMHA:00087
epithelial, submucosal gland secretory-LMHA:00143
epithelial, submucosal gland collecting duct epithelium-LMHA:00693
epithelial, submucosal gland mucous cells-LMHA:00238
epithelial, submucosal gland serous cells-LMHA:00340
epithelial, submucosal gland myoepithelium-CL:0000185
epithelial, ciliated bronchial cell-CL:0002332
epithelial, basal-CL:0002329
epithelial, goblet-CL:1000143
epithelial, neuroendocrine cells-CL:1000223
epithelial, tuft-CL:0002075
epithelial, ionocyte-CL:0017000
epithelial, bronchial serous cell-CL:1000331
epithelial, bronchial ciliated-CL:0002332
epithelial, neuroendocrine-CL:1000223
epithelial, Ionocyte-CL:0017000
epithelial, club-CL:0000158
epithelial, bronchial Ciliated-CL:0002332
epithelial, basal cells of terminal ciliated ducts of submucosal glands-LMHA:00087
epithelial, ciliated cuboidal epithelium
epithelial, serous-CL:1000333
epithelial, basal-CL:1000352
epithelial, terminal bronchiole serous cell-CL:1000332
epithelial, basal-CL:1000350
epithelial, bronchioalveolar stem cell-CL:1001566
epithelial, AT1-CL:0002062
epithelial, AT2-CL:0002063
epithelial, mesothelial cell-CL:1000493
epithelial, basal-LMHA:00087
mesenchymal, smooth muscle cell of trachea-CL:0002600
mesenchymal, chondrocyte-CL:0019002
mesenchymal, vascular smooth muscle-CL:0019018
mesenchymal, bronchial smooth muscle cell-CL:0002598
mesenchymal, pulmonary artery smooth muscle cell-CL:0002591
mesenchymal, pulmonary artery fibroblast-CL:0002557
mesenchymal, Pulmonary vein smooth muscle cell
mesenchymal, Pulmonary vein fibroblast
mesenchymal, airway smooth muscle-CL:0019019
mesenchymal, smooth muscle cells
mesenchymal, lung matrix fibroblast 2
mesenchymal, matrix fibroblast 1/(Lipofibroblast)-LMHA:00209
mesenchymal, secondary crest myofibroblasts-CL:0000186
mesenchymal, matrix fibroblast 1/(Lipofibroblast)
epithelial, basal-CL:1000348
epithelial, goblet-CL:1000329
epithelial, brush-CL:1000388
epithelial, tracheobronchial ciliated cell-CL:0002145
epithelial, neuroendocrine cells-CL:1000377
epithelial, serous-CL:1000330
epithelial, submucosal gland ciliated duct cells-LMHA:00142
epithelial, submucosal gland basal cells-LMHA:00087
epithelial, submucosal gland secretory-LMHA:00143
epithelial, submucosal gland collecting duct epithelium-LMHA:00693
epithelial, submucosal gland mucous cells-LMHA:00238
epithelial, submucosal gland serous cells-LMHA:00340
epithelial, submucosal gland myoepithelium-CL:0000185
epithelial, ciliated bronchial cell-CL:0002332
epithelial, basal-CL:0002329
epithelial, goblet-CL:1000143
epithelial, neuroendocrine cells-CL:1000223
epithelial, tuft-CL:0002075
epithelial, ionocyte-CL:0017000
epithelial, bronchial serous cell-CL:1000331
epithelial, bronchial ciliated-CL:0002332
epithelial, neuroendocrine-CL:1000223
epithelial, Ionocyte-CL:0017000
epithelial, club-CL:0000158
epithelial, bronchial Ciliated-CL:0002332
epithelial, basal cells of terminal ciliated ducts of submucosal glands-LMHA:00087
epithelial, ciliated cuboidal epithelium
epithelial, serous-CL:1000333
epithelial, basal-CL:1000352
epithelial, terminal bronchiole serous cell-CL:1000332
epithelial, basal-CL:1000350
epithelial, bronchioalveolar stem cell-CL:1001566
epithelial, AT1-CL:0002062
epithelial, AT2-CL:0002063
epithelial, mesothelial cell-CL:1000493
epithelial, basal-LMHA:00087
epithelial, basal-CL:1000348
epithelial, goblet-CL:1000329
epithelial, brush-CL:1000388
epithelial, tracheobronchial ciliated cell-CL:0002145
epithelial, neuroendocrine cells-CL:1000377
epithelial, serous-CL:1000330
epithelial, submucosal gland ciliated duct cells-LMHA:00142
epithelial, submucosal gland basal cells-LMHA:00087
epithelial, submucosal gland secretory-LMHA:00143
epithelial, submucosal gland collecting duct epithelium-LMHA:00693
epithelial, submucosal gland mucous cells-LMHA:00238
epithelial, submucosal gland serous cells-LMHA:00340
epithelial, submucosal gland myoepithelium-CL:0000185
epithelial, ciliated bronchial cell-CL:0002332
epithelial, basal-CL:0002329
epithelial, goblet-CL:1000143
epithelial, neuroendocrine cells-CL:1000223
epithelial, tuft-CL:0002075
epithelial, ionocyte-CL:0017000
epithelial, bronchial serous cell-CL:1000331
epithelial, bronchial ciliated-CL:0002332
epithelial, neuroendocrine-CL:1000223
epithelial, Ionocyte-CL:0017000
epithelial, club-CL:0000158
epithelial, bronchial Ciliated-CL:0002332
epithelial, basal cells of terminal ciliated ducts of submucosal glands-LMHA:00087
epithelial, ciliated cuboidal epithelium
epithelial, serous-CL:1000333
epithelial, basal-CL:1000352
epithelial, terminal bronchiole serous cell-CL:1000332
epithelial, basal-CL:1000350
epithelial, bronchioalveolar stem cell-CL:1001566
epithelial, AT1-CL:0002062
epithelial, AT2-CL:0002063
epithelial, mesothelial cell-CL:1000493
epithelial, basal-LMHA:00087
mesenchymal-CL:0008019, smooth muscle cell of trachea-CL:0002600
mesenchymal-CL:0008019, chondrocyte-CL:0019002
mesenchymal-CL:0008019, vascular smooth muscle-CL:0019018
mesenchymal-CL:0008019, bronchial smooth muscle cell-CL:0002598
mesenchymal-CL:0008019, pulmonary artery smooth muscle cell-CL:0002591
mesenchymal-CL:0008019, pulmonary artery fibroblast-CL:0002557
mesenchymal-CL:0008019, Pulmonary vein smooth muscle cell
mesenchymal-CL:0008019, Pulmonary vein fibroblast
mesenchymal-CL:0008019, airway smooth muscle-CL:0019019
mesenchymal-CL:0008019, smooth muscle cells
mesenchymal-CL:0008019, lung matrix fibroblast 2
mesenchymal-CL:0008019, matrix fibroblast 1/(Lipofibroblast)-LMHA:00209
mesenchymal-CL:0008019, secondary crest myofibroblasts-CL:0000186
mesenchymal-CL:0008019, matrix fibroblast 1/(Lipofibroblast)
mesenchymal, smooth muscle cell of trachea-CL:0002600
mesenchymal, chondrocyte-CL:0019002
mesenchymal, vascular smooth muscle-CL:0019018
mesenchymal, bronchial smooth muscle cell-CL:0002598
mesenchymal, pulmonary artery smooth muscle cell-CL:0002591
mesenchymal, pulmonary artery fibroblast-CL:0002557
mesenchymal, Pulmonary vein smooth muscle cell
mesenchymal, Pulmonary vein fibroblast
mesenchymal, airway smooth muscle-CL:0019019
mesenchymal, smooth muscle cells
mesenchymal, lung matrix fibroblast 2
mesenchymal, matrix fibroblast 1/(Lipofibroblast)-LMHA:00209
mesenchymal, secondary crest myofibroblasts-CL:0000186
mesenchymal, matrix fibroblast 1/(Lipofibroblast)
epithelial, basal-CL:1000348
epithelial, goblet-CL:1000329
epithelial, brush-CL:1000388
epithelial, tracheobronchial ciliated cell-CL:0002145
epithelial, neuroendocrine cells-CL:1000377
epithelial, serous-CL:1000330
epithelial, submucosal gland ciliated duct cells-LMHA:00142
epithelial, submucosal gland basal cells-LMHA:00087
epithelial, submucosal gland secretory-LMHA:00143
epithelial, submucosal gland collecting duct epithelium-LMHA:00693
epithelial, submucosal gland mucous cells-LMHA:00238
epithelial, submucosal gland serous cells-LMHA:00340
epithelial, submucosal gland myoepithelium-CL:0000185
epithelial, ciliated bronchial cell-CL:0002332
epithelial, basal-CL:0002329
epithelial, goblet-CL:1000143
epithelial, neuroendocrine cells-CL:1000223
epithelial, tuft-CL:0002075
epithelial, ionocyte-CL:0017000
epithelial, bronchial serous cell-CL:1000331
epithelial, bronchial ciliated-CL:0002332
epithelial, neuroendocrine-CL:1000223
epithelial, Ionocyte-CL:0017000
epithelial, club-CL:0000158
epithelial, bronchial Ciliated-CL:0002332
epithelial, basal cells of terminal ciliated ducts of submucosal glands-LMHA:00087
epithelial, ciliated cuboidal epithelium
epithelial, serous-CL:1000333
epithelial, basal-CL:1000352
epithelial, terminal bronchiole serous cell-CL:1000332
epithelial, basal-CL:1000350
epithelial, bronchioalveolar stem cell-CL:1001566
epithelial, AT1-CL:0002062
epithelial, AT2-CL:0002063
epithelial, mesothelial cell-CL:1000493
epithelial, basal-LMHA:00087
mesenchymal, smooth muscle cell of trachea-CL:0002600
mesenchymal, chondrocyte-CL:0019002
mesenchymal, vascular smooth muscle-CL:0019018
mesenchymal, bronchial smooth muscle cell-CL:0002598
mesenchymal, pulmonary artery smooth muscle cell-CL:0002591
mesenchymal, pulmonary artery fibroblast-CL:0002557
mesenchymal, Pulmonary vein smooth muscle cell
mesenchymal, Pulmonary vein fibroblast
mesenchymal, airway smooth muscle-CL:0019019
mesenchymal, smooth muscle cells
mesenchymal, lung matrix fibroblast 2
mesenchymal, matrix fibroblast 1/(Lipofibroblast)-LMHA:00209
mesenchymal, secondary crest myofibroblasts-CL:0000186
mesenchymal, matrix fibroblast 1/(Lipofibroblast)
hematopoietic, pericyte-CL:0000669
hematopoietic, alveolar macrophage-CL:0000583
hematopoietic, Interstitial macrophage-LMHA:00213
hematopoietic, connective tissue mast cell-CL:0000484
hematopoietic, tissue resident mucosal type mast cell-CL:0000485
hematopoietic, classical monocyte-CL:0000860
hematopoietic, non-classical monocyte-CL:0000875
hematopoietic, basophil-CL:0000767
hematopoietic, eosinophil-CL:0019015
hematopoietic, neutrophil-CL:0000094
hematopoietic, T cell-CL:0000084
hematopoietic, resident memory CD4 T cell
hematopoietic, resident memory CD8 T cell
hematopoietic, B cell-CL:0000236
hematopoietic, plasma cell-CL:0000786
hematopoietic, natural killer-CL:0000623
hematopoietic, cDC1 myeloid dendritic cell-CL:0002394
hematopoietic, cDC2 myeloid dendritic cell-CL:0002399
hematopoietic, plasmacytoid dendritic cell-CL:0000784
hematopoietic, regulatory T cell-CL:0000815
hematopoietic, CD4+ T cell naive-CL:0000895
hematopoietic, CD8+ T cell naive-CL:0000900
hematopoietic, CD4+ T cell central memory-CL:0000904
hematopoietic, CD8+ T cell central memory-CL:0000907
hematopoietic, mucosal invariant T cell (MAIT)-CL:0000940
hematopoietic, CD4+ T cell effector memory-CL:0000905
hematopoietic, CD8+ T cell effector memory-CL:0000913
hematopoietic, CD4+ cytotoxic lymphocyte-CL:0000934
hematopoietic, NK T cell-CL:0000814
hematopoietic, NK CD56bright-CL:0000938
hematopoietic, platelet-CL:0000233
hematopoietic, lung megakaryocyte-CL:0000556
endothelial-CL:0000115, arterial endothelial cell-CL:1000413
endothelial-CL:0000115, venous endothelial cell-LMHA:00805
endothelial-CL:0000115, pulmonary artery endothelial cell-CL:1001568
endothelial-CL:0000115, Pulmonary vein endothelial cell-LMHA:00805
endothelial-CL:0000115, arterial endothelial cell-CL:1000413
endothelial-CL:0000115, venous endothelial cell-LMHA:00805
endothelial-CL:0000115, pulmonary artery endothelial cell-CL:1001568
endothelial-CL:0000115, Pulmonary vein endothelial cell-LMHA:00805
endothelial-CL:0000115, arterial endothelial cell-CL:1000413
endothelial-CL:0000115, venous endothelial cell-LMHA:00805
endothelial-CL:0000115, pulmonary artery endothelial cell-CL:1001568
endothelial-CL:0000115, Pulmonary vein endothelial cell-LMHA:00805
mesenchymal-CL:0008019, smooth muscle cell of trachea-CL:0002600
mesenchymal-CL:0008019, chondrocyte-CL:0019002
mesenchymal-CL:0008019, vascular smooth muscle-CL:0019018
mesenchymal-CL:0008019, bronchial smooth muscle cell-CL:0002598
mesenchymal-CL:0008019, pulmonary artery smooth muscle cell-CL:0002591
mesenchymal-CL:0008019, pulmonary artery fibroblast-CL:0002557
mesenchymal-CL:0008019, Pulmonary vein smooth muscle cell
mesenchymal-CL:0008019, Pulmonary vein fibroblast
mesenchymal-CL:0008019, airway smooth muscle-CL:0019019
mesenchymal-CL:0008019, smooth muscle cells
mesenchymal-CL:0008019, lung matrix fibroblast 2
mesenchymal-CL:0008019, matrix fibroblast 1/(Lipofibroblast)-LMHA:00209
mesenchymal-CL:0008019, secondary crest myofibroblasts-CL:0000186
mesenchymal-CL:0008019, matrix fibroblast 1/(Lipofibroblast)
epithelial, basal-CL:1000348
epithelial, goblet-CL:1000329
epithelial, brush-CL:1000388
epithelial, tracheobronchial ciliated cell-CL:0002145
epithelial, neuroendocrine cells-CL:1000377
epithelial, serous-CL:1000330
epithelial, submucosal gland ciliated duct cells-LMHA:00142
epithelial, submucosal gland basal cells-LMHA:00087
epithelial, submucosal gland secretory-LMHA:00143
epithelial, submucosal gland collecting duct epithelium-LMHA:00693
epithelial, submucosal gland mucous cells-LMHA:00238
epithelial, submucosal gland serous cells-LMHA:00340
epithelial, submucosal gland myoepithelium-CL:0000185
epithelial, ciliated bronchial cell-CL:0002332
epithelial, basal-CL:0002329
epithelial, goblet-CL:1000143
epithelial, neuroendocrine cells-CL:1000223
epithelial, tuft-CL:0002075
epithelial, ionocyte-CL:0017000
epithelial, bronchial serous cell-CL:1000331
epithelial, bronchial ciliated-CL:0002332
epithelial, neuroendocrine-CL:1000223
epithelial, Ionocyte-CL:0017000
epithelial, club-CL:0000158
epithelial, bronchial Ciliated-CL:0002332
epithelial, basal cells of terminal ciliated ducts of submucosal glands-LMHA:00087
epithelial, ciliated cuboidal epithelium
epithelial, serous-CL:1000333
epithelial, basal-CL:1000352
epithelial, terminal bronchiole serous cell-CL:1000332
epithelial, basal-CL:1000350
epithelial, bronchioalveolar stem cell-CL:1001566
epithelial, AT1-CL:0002062
epithelial, AT2-CL:0002063
epithelial, mesothelial cell-CL:1000493
epithelial, basal-LMHA:00087
epithelial, basal-CL:1000348
epithelial, goblet-CL:1000329
epithelial, brush-CL:1000388
epithelial, tracheobronchial ciliated cell-CL:0002145
epithelial, neuroendocrine cells-CL:1000377
epithelial, serous-CL:1000330
epithelial, submucosal gland ciliated duct cells-LMHA:00142
epithelial, submucosal gland basal cells-LMHA:00087
epithelial, submucosal gland secretory-LMHA:00143
epithelial, submucosal gland collecting duct epithelium-LMHA:00693
epithelial, submucosal gland mucous cells-LMHA:00238
epithelial, submucosal gland serous cells-LMHA:00340
epithelial, submucosal gland myoepithelium-CL:0000185
epithelial, ciliated bronchial cell-CL:0002332
epithelial, basal-CL:0002329
epithelial, goblet-CL:1000143
epithelial, neuroendocrine cells-CL:1000223
epithelial, tuft-CL:0002075
epithelial, ionocyte-CL:0017000
